"","X","WID","n_reg","n_dam","n_basin","res_vol","iw_vol","DOF","DOR","USE","SED","RDD","URB","uparea","order","b","pval","fdi_mean","group","RL"
"65",18255,29086446,16,0,3337,0,0,0,0,1.02957198302775,0,0.120497455965952,0.0672211485578428,190154.346011325,6,-0.007014168,0.000210466228479403,0.484306303497769,"(-0.1,0]",0.479472580161822
"66",18339,29089099,1,0,315,0,0,0,0,0.872698428635559,0,0.141768255072927,0.0284190465533544,15514.9662935603,5,-0.0006441443,0.0469805611166679,1.38214182067236,"(-0.1,0]",0.317460317460317
"67",18663,29103644,0,0,235,0,0,0,0,0.483404258559359,0,0.216953190590473,0.00808510628152401,10426.4936119876,5,-0.0004897583,0.0117303045456346,0.20390771866776,"(-0.1,0]",0
"68",18701,29106042,0,0,369,0,0,0,0,0.126829270000865,0,0.291468832571171,0,19051.5726718665,5,-0.0008769963,0.0469805611166679,1.37153249627469,"(-0.1,0]",0
"69",18761,29108143,3,0,481,0,0,0,0,0.902910602006,0,0.0237546775048587,0,29572.2544543562,5,-0.007528791,0.0000486754559492971,0.996998840811416,"(-0.1,0]",0.623700623700624
"70",19007,29118460,128,0,1262,0,0,2.23431225085599,0.037988188149623,6.99540413672875,1.88998302749697,0.684811410607797,0.571583992540364,51825.6935292106,6,-0.00692415,0.00366560370224007,0.665414807853937,"(-0.1,0]",10.1426307448494
"71",19040,29119913,5,0,904,0,0,0,0,1.26438052930861,0,0.432574115767745,0.151954646593174,39549.6707636219,5,-0.005946995,0.00151168543603235,0.77210130973124,"(-0.1,0]",0.553097345132743
"72",19386,31000518,0,0,285,0,0,0,0,0,0,0,0,11858.4678711567,4,-0.0004843948,0.00225936064356749,0.267696553428571,"(-0.1,0]",0
"73",19725,31049851,48,0,415,0,0,4.52586440293186,1.58592918579837,6.9065060276583,2.32219363780251,0.330238554653633,0.044607228112508,18085.6896875788,5,-0.00259075,0.00185112515628248,1.07574256688571,"(-0.1,0]",11.566265060241
"74",19771,31055062,0,0,247,0,0,0,0,0.762348181986616,0,0.653850203161297,0.127323884230394,10436.8987249688,4,-0.0002564525,0.00989568839126326,0.236770491085714,"(-0.1,0]",0
"75",20182,32000794,1022,18,55902,346500,0,1.13934449940152,0.965417013168367,0.0980517738626957,1.08128612530921,0.172991126603929,0.148094007869846,2555007.40658631,8,-0.0007395438,0.0304360620926451,0.718613662828571,"(-0.1,0]",1.82819934886051
"76",20705,33005216,0,0,380,0,0,0,0,0,0,0,0,17853.8600903241,5,-0.001161814,0.0000171501935136612,1.18167923442857,"(-0.1,0]",0
"77",20858,34000655,241,7,53411,36115.1,0,0.31026209199242,0.301209286436742,0.0105002996679998,0.2335850513941,0.127535799963242,0.00783306115221538,2462217.28383536,8,-0.003253555,0.000000632523042948377,0.745434216628571,"(-0.1,0]",0.451217913912864
"78",21096,35001151,0,0,7217,0,0,0,0,0.000180255134057417,0,0.094485995840618,0,326616.779708889,7,-0.0005719614,0.00167350434314648,0.909082113371429,"(-0.1,0]",0
"79",21191,35001995,0,0,389,0,0,0,0,0.000257069412570992,0,0.0968971718246342,0,16725.2026749791,5,-0.0007840826,0.00185112515628248,0.5827677884,"(-0.1,0]",0
"80",21530,35031074,0,0,4285,0,0,0,0,0.0000933706847364718,0,0.035040616145641,0,191407.95384522,7,-0.000690803,0.0469805611166679,1.20387399705714,"(-0.1,0]",0
"81",21667,35046310,0,0,527,0,0,0,0,0,0,0.150865275320903,0,24206.4604962889,5,-0.002676143,0.000102750152035912,0.530714298657143,"(-0.1,0]",0
"82",21964,35055847,0,0,225,0,0,0,0,0,0,0.263982219894727,0,10811.8868970559,5,-0.001028883,0.00402823717083145,1.25562549268571,"(-0.1,0]",0
"83",21967,35055851,0,0,447,0,0,0,0,0,0,0.0726129751344122,0,19732.6634309872,5,-0.0005985844,0.0379474349384441,0.793796661285714,"(-0.1,0]",0
"84",23948,42028716,5,1,2700,0,0,0.0476062394882643,0.062625036291574,0.368319765943827,0.064514803259418,0.32004663243967,0.0506828265012325,120133.008780608,6,-0.002412493,0.0000000295061959958788,1.11427036345714,"(-0.1,0]",0.185185185185185
"85",24014,42034682,55,0,1888,0,0,0,0,4.07375661741804,0,0.309266666752636,0.0841259249461391,82987.4629201043,6,-0.003052203,0.000807170302189612,0.214961449342857,"(-0.1,0]",2.91313559322034
"86",24721,43006661,404,35,1889,7706.3,4375,12.7848910523952,10.8096795230867,9.15171868869831,8.14207550696588,0.734859861165585,3.22864210831385,83526.5494306513,6,-0.005103261,0.0000223728201152168,0.993329981371429,"(-0.1,0]",21.3869772366331
"87",24726,43006742,136,5,449,0,0,15.0036807506281,7.94108353638171,8.19844098399105,9.78960970981425,0.493173718850703,0.483487756337912,19844.3147119197,5,-0.001545752,0.00000242694433183452,0.731752266,"(-0.1,0]",30.2895322939866
"88",24830,43010541,236,13,927,591.1,199.5,13.1791040780025,8.88112904235897,8.12319309728174,8.90463107171611,0.844026971258778,2.30393059657808,41353.6203048008,5,-0.001774147,0.00989568839126326,0.4531581834,"(-0.1,0]",25.4584681769148
"89",24930,43017365,0,0,605,0,0,0,0,0.374876033631731,0,0.475447936122082,0.0547240753804357,29508.75090565,5,-0.002321781,0.00225936064356749,0.787273818971429,"(-0.1,0]",0
"90",25099,43049573,136,13,688,931,681,7.01062572762586,3.61108630226142,1.69231884027089,6.15261205883337,0.524255071504824,4.68055595032115,28843.2002297538,6,-0.002688828,0.000000340356719157106,0.741014054085714,"(-0.1,0]",19.7674418604651
"91",26014,44030691,541,43,8601,9404,5128,3.88830352515359,0.635820955315619,0.0449808519448165,1.89388387598191,0.829348728221545,0.123592545485343,377474.564626875,7,-0.0005311666,0.0163253396829134,0.7092580312,"(-0.1,0]",6.28996628299035
"92",26421,44046390,1709,121,17886,44860.8,2880.1,4.55551319020814,1.50541613796596,0.263846884423664,3.43920998287005,1.91737195863845,0.185763895081746,776128.162580721,7,-0.0005577522,0.0304360620926451,0.828492530828571,"(-0.1,0]",9.5549591859555
"93",26652,44049806,0,0,667,0,0,0,0,0.235982008736352,0,1.10869415185932,0.247505248441868,28468.6121348748,5,-0.0006076445,0.010778341787809,0.472455648628571,"(-0.1,0]",0
"94",26977,45070351,128,11,626,0,0,12.5844401617291,1.52605573925528,3.9990445795902,9.41771899822233,2.1260127387585,0.892064903097548,28057.3070664415,6,-0.006477752,0.0379474349384441,2.11750416234286,"(-0.1,0]",20.4472843450479
"95",27041,45073653,424,52,2136,13015.6,3515.6,12.4757743610369,3.22010723814675,3.41114231865602,8.04922696158833,1.62062827502604,0.38550745057856,95523.8573853718,6,-0.001004661,0.0224324730032702,0.392598660171429,"(-0.1,0]",19.8501872659176
"96",27043,45073773,1,1,275,0,0,0,0,0.686131387894606,0,5.83985765843931,0.333573988319313,12583.9908987889,4,-0.0007602522,0.00225936064356749,0.468231412828571,"(-0.1,0]",0.363636363636364
"97",27167,45079511,0,0,415,0,0,0,0,0.0129496404807344,0,0.66506234794069,0,21378.3093530276,4,-0.0008709561,0.0437869804777886,0.303861698771429,"(-0.1,0]",0
"98",27345,45087681,29,3,247,0,0,3.47827455003252,1.35074235939304,5.01821861606136,3.32659030340671,1.77244129608035,0.100064779100148,10506.7259050484,4,-0.001297844,0.00442314596163109,0.331297672885714,"(-0.1,0]",11.7408906882591
"99",27421,45092364,69,5,281,69.3,69.3,13.9841657569467,1.5101412882232,2.94169613534697,9.39980851241409,1.54421201335141,0.538579508925495,11531.2642927102,5,-0.004275631,0.000583283347549499,1.37859525797143,"(-0.1,0]",24.5551601423488
